Ulasan,Rating,text_clean_preprocessed,label_sentiment
"mantab...cepat sekali pengiriman
pesan pagi...siang udah dteng
barangnya jg bagus....thx",5,mantab cepat kirim pesan pagi siang udah dteng barang bagus thx,1
Trimsssssss...................,5,trimsssssss,0
barang Bagus pengiriman cepat ..........,5,barang bagus kirim cepat,1
sudah terima respon cepat.....................................,4,terima respon cepat,1
terimakasih gan barang cepat sampai sesuai dengan yang di orde,5,terimakasih gan barang cepat sesuai orde,1
pelayanan memuaskan gan.....................................,4,layan muas gan,0
barang sudah sampai tujuan dengan cepat gan mkash,4,barang tuju cepat gan mkash,1
Recsellðððð,4,recsell,0
Keren bagus sangat berguna sekali,5,keren bagus guna,1
"Barang sesuai gambar, packing rapihlah,
Pengiriman standar harga terjangkau..

Terima kasih",5,barang sesuai gambar packing rapihlah kirim standar harga jangkau terima kasih,1
"Belum dicoba, klo ok nanti bintang nya saya tambah",4,coba klo ok bintang nya,1
Recomended seller semoga awet,5,recomended seller moga awet,0
Barang oke terima kasih,3,barang oke terima kasih,1
"Barang bagus, berfungsi dgn baik....",5,barang bagus fungsi,1
Barangnya datang tepat waktu,5,barang,0
Barang sudah diterima dengan baik pengiriman yg cepat. Terima kasih.,5,barang terima kirim cepat terima kasih,1
mantap gun tackernya gan,5,mantap gun tackernya gan,1
Gooooooooooooooooooood,5,gooooooooooooooooooood,0
Seller merespon dengan cepat dengan proses pengiriman yang juga cepat. Barang dipacking rapi dan berkualitas baru (bnib). Stapler gun sudah termasuk isinya dan ada 3 jenis ukuran.,5,seller merespon cepat proses kirim cepat barang dipacking rapi kualitas bnib stapler gun isi 3 jenis ukur,1
Sesuai deskripsi......lumayan lah buat pertama kali,3,sesuai deskripsi lumayan kali,1
ððððððð,5,,0
Barang dah sampe..cepat rapi respon penjual baik,5,barang dah sampe cepat rapi respon jual,1
"barang sudah diterima dalam kondisi bagus, sudah di test, terimakasih",5,barang terima kondisi bagus test terimakasih,1
Produk bagus respon cepat.,5,produk bagus respon cepat,1
Terima kasih seller barang baru sampai.tapi kurang teliti.mohon d perbaiki lg ya supaya gak tertukar no resinya dgn yg lain....,3,terima kasih seller barang sampaitapi telitimohon baik lg ya tukar resi,1
"Mantap, rekomen seller, barang bagus",5,mantap rekomen seller barang bagus,1
Barang sesuai deskripsi. Pengiriman cepat. Thanks ð,5,barang sesuai deskripsi kirim cepat thanks ,1
"delivery cepat, packing rapih, produk sesuai deskripsi gambar, trims ya gan",5,delivery cepat packing rapih produk sesuai deskripsi gambar trims ya gan,1
"barang sudah sampai, 
langsung dicoba n lancar jaya. 
thanks seller.",5,barang langsung coba n lancar jaya thanks seller,1
Mantaps brng sesuai cepat responnya,5,mantaps brng sesuai cepat responnya,1
"Barang sesuai gambar 
Respon penjual cepat",5,barang sesuai gambar respon jual cepat,1
Barang di terima sesuai spek,5,barang terima sesuai spek,1
"Barang telah tiba, sesuai gambar...",5,barang sesuai gambar,1
Barang sudah di terima thank u,5,barang terima thank u,1
Terimakasih gan barang sudah sampai,5,terimakasih gan barang,0
Barang sudaj sampai gan tks....,5,barang sudaj gan tks,0
respon cepat... pengiriman juga cepat... sudah dites kualitas barang ok... trims,5,respon cepat kirim cepat tes kualitas barang ok trims,1
Terimakasihhhhhhh.............,5,terimakasihhhhhhh,0
"barang sdh dterima dgn baik, trima kasih..",5,barang sdh dterima trima kasih,0
"Barang sudah di terima, bagus, packing rapih makasih pelayanan nya",5,barang terima bagus packing rapih makasih layan nya,1
"Barang sudah sampai, bahan kokoh sptnya..udah di tes ke kayu..nempel kuat..untung dapet bonus isi nya..trims gan.",4,barang bahan kokoh sptnya udah tes kayu nempel kuat untung dapet bonus isi nya trims gan,1
Packing sangat rapih barang sesuai yg dipesan,5,packing rapih barang sesuai pes,1
"Mantap, ajib, top, joss",5,mantap ajib top joss,1
Pengiriman &amp; packaging bagus. Sesuai foto &amp; deskripsi. Staple gun agak berat ketika dipake.,4,kirim amp packaging bagus sesuai foto amp deskripsi staple gun berat dipake,1
oke........... sesuai pesanan,5,oke sesuai pesan,1
makasih gan...barang sesuai ....,4,makasih gan barang sesuai,1
Barang bagus. Kalau beli isinya kira2 di Toko ATK ada yang jual nda ya?,5,barang bagus beli isi kira2 toko atk jual nda ya,1
"trims yaaa, barangx sdh sampai",5,trims yaaa barangx sdh,0
barang sesuai walaupun belum di coba...makasih tokopedia,5,barang sesuai coba makasih tokopedia,1
packing bagus barang sesuai diskripsi,3,packing bagus barang sesuai skripsi,1
mantab fast respon...,5,mantab fast respon,1
"barang sudah sampai, belum tak coba",5,barang coba,0
baguuuus sesuai deskripsi gambar. belum dicoba sih semoga g ada masalah,5,baguuuus sesuai deskripsi gambar coba sih moga,1
Produk bekerja dengan baik &amp; kuat,5,produk amp kuat,1
Bagusbanget......................................................................,5,bagusbanget,0
terimakasih barang sudah sampai,3,terimakasih barang,0
Puas pisan cepet pisan,5,puas pis cepet pis,1
"barang bagus sesuai deskripsi, packing rapi, pengiriman cepat. semoga tambah sukses gan, tks.",5,barang bagus sesuai deskripsi packing rapi kirim cepat moga sukses gan tks,1
kirimannya sudah sampe.. makasih,4,kirim sampe makasih,0
Barang sesuai pesanan,5,barang sesuai pesan,1
Barang sdh sampai dgn cepat.. Sdh dicoba hasilnya ok... Sukses terus boss.....,5,barang sdh cepat sdh coba hasil ok sukses boss,1
"sesuai gambar, tp blm dicoba... semoga memuaskan....thanks",4,sesuai gambar blm coba moga muas thanks,1
barangnya kurang bagus atomnya gak masuk semua,3,barang bagus atom masuk,1
sangat cepat responnya..good job thanks,5,cepat responnya good job thanks,1
sudah saya terima dlm keadaan baik. trims,5,terima trims,0
"Terima kasih, Thank You, Danke, Gracias, Kittos, Syukron.",5,terima kasih thank danke gracias kittos syukron,1
"Brg sesuai gambar, pelayanan oke",5,barang sesuai gambar layan oke,1
Barang sdh sampai....,4,barang sdh,0
Barang sudah di terima dengan baik,4,barang terima,0
barang sesuai gambar. kemasan baik pengiriman cepat. terima kasih,5,barang sesuai gambar kemas kirim cepat terima kasih,1
"Barang sesuai deskripsi,cuma terlambat di pengiriman.Semoga berkah",4,barang sesuai deskripsi lambat pengirimansemoga berkah,0
"Sesuai dgn deskripsi foto, sangat cocok bagi saya yg baru belajar.  Saya REKOMENDASIKAN Toko Rumah Baju Kita untuk belanja disini sebab komitmen dgn pembicaraan kita dichat. Setelah bayar barang langsung diproses dan dikirim hari itu juga untuk pengirimannya menggunakan Pos Indonesia sudah sesuai dengan waktu pengiriman yg saya pilih. Sy puas dengan pelayan kalian",5,sesuai deskripsi foto cocok ajar rekomendasi toko rumah baju belanja komitmen bicara dichat bayar barang langsung proses kirim kirim pos indonesia sesuai kirim pilih sy puas layan,1
good product. mantab jaya. recomended seller,5,good product mantab jaya recomended seller,1
Produk mantab pelayanan cepat.... Terimakasih,5,produk mantab layan cepat terimakasih,1
"Barang sesuai deskripsi, tolong pakingnya di pebaiki lagi  dikasih lakban biar aman, punya saya pakunya tercecer dimana2 kotaknya robek",4,barang sesuai deskripsi tolong paking baik kasih lakban biar aman paku cecer dimana2 kotak robek,1
"Barang sesuai deskripsi bagus, semoga awet. Thx",5,barang sesuai deskripsi bagus moga awet thx,1
Packing Baik. Recommended Seller. Barang Sesuai Pesanan,5,packing recommended seller barang sesuai pesan,1
"bagus...
nanti saya pesan lagi di toko ini",5,bagus pesan toko,1
Mantap gan bagus...........,5,mantap gan bagus,1
"Saya mau review utk packaging, produk penjual.
Pertama packaging sangat rapi, pakai double bubble dibalut lagi dengan karton tebal.
Kedua produk sangat berkualitas tinggi, harga standar kualitas juara, ketajaman ujung mata paku sangat tajam hingga mempermudah paku tembusnya.
Ketiga penjual sangat sangat ramah, baru kali pertama ini saya dilayani dengan sangat puas. Pertama saya beli barang ini ancur parah oleh pihak ekspedisi dan saya tidak langsung komplain tetapi coba utk diskusi dengan penjual dan hasilnya sangat memuaskan, bahwa penjual siap utk mengirim ulang tanpa membawa barang yg rusaknya itu.

Saya jamin menurut pengalaman pribadi kalo ini toko berani bersaing dari sisi harga sangat recommended seller.",5,review utk packaging produk jual packaging rapi pakai double bubble balut karton tebal produk kualitas harga standar kualitas juara tajam ujung mata paku tajam mudah paku tembus tiga jual ramah kali layan puas beli barang ancur parah ekspedisi langsung komplain coba utk diskusi jual hasil muas jual utk kirim ulang bawa barang rusak jamin alam pribadi kalo toko berani saing sisi harga recommended seller,1
"Respon pengiriman cepat, barang oke, good seller",5,respon kirim cepat barang oke good seller,1
"Pengiriman cepat,packing rapibarangnya sesuai dgn deskripsi",5,kirim cepat packing rapibarangnya sesuai deskripsi,1
Bagus bagus bagusksksnsnjsjjsksmmsms,5,bagus bagus bagusksksnsnjsjjsksmmsms,1
"Respon dan pengiriman cepat, barang bagus",5,respon kirim cepat barang bagus,1
"Selamat sampai tujuan,barang berfungsi normal,isi paket lengkap",5,selamat tuju barang fungsi normal isi paket lengkap,1
"Recomended seller, respon cepat packing mantap, barang pesanan di buble wrap.... Josss",5,recomended seller respon cepat packing mantap barang pesan buble wrap josss,1
"Produknya ok,...............",5,produk ok,1
"Kualitas okey, makasih Gan. Semua barang aman, sesuai deskripsi.",5,kualitas okey makasih gan barang aman sesuai deskripsi,1
"mantab joos  tanpa kendala, sampai jg sangat cepat, packingnya aman kemasan produk mulus, top pkoknya sukses selalu",5,mantab joos kendala cepat packingnya aman kemas produk mulus top pkoknya sukses,1
Barang sesuai dengan deskripsi. Pengiriman cepat gak pake lama. Barang bagus. Mantap dahh pokoknya. Thanks gan,5,barang sesuai deskripsi kirim cepat pake barang bagus mantap dahh pokok thanks gan,1
"barang sesuai pesanan, respon pengiriman cepat, good Seller",5,barang sesuai pesan respon kirim cepat good seller,1
Barang sesuai posting.. siip,5,barang sesuai posting siip,1
"berfungsi dengan baik, pengiriman respon cepat",5,fungsi kirim respon cepat,1
Barang sesuai dengan gambar pengiriman cepat. Respon Seller ðð¼ðð¼,5,barang sesuai gambar kirim cepat respon seller ,1
"Recommended seller
...",5,recommended seller,1
"Barang bagus, respond cepat..",5,barang bagus respond cepat,1
Barang sesuai order respon pengiriman cepat,4,barang sesuai order respon kirim cepat,1
Terima kasih pak. Barang nay sudah sampai,4,terima kasih barang nay,0
Bagusssssssssssss mksh,5,bagusssssssssssss terima kasih,0
"Pas dengan air nailer nya gan .. thanks.

Recommended seller.",5,pas air nailer nya gan thanks recommended seller,1
oke sip sudah dinpake.. mantap,5,oke sip dinpake mantap,1
Makasih juragan.......,4,makasih juragan,0
MANTAB..!!! SALAM NINGRAT..!!!,5,mantab salam ningrat,1
"Best dah best best, penjual yg bner  best dah....",5,best dah best best jual bner best dah,1
Barang datang sesuai pesanan. Packing rapi.,4,barang sesuai pesan packing rapi,1
mantap barng oke dn cepat,4,mantap barng oke dn cepat,1
"mkasih bnyak barang sesuai :) harga miring, kualitas baguss sekali, sukses ya gan",5,mkasih bnyak barang sesuai harga miring kualitas baguss sukses ya gan,1
"Alhamdulillah paket sdh sampai, respo pelayanan cepat, recommended deh, mksh bos",4,alhamdulillah paket sdh respo layan cepat recommended deh terima kasih bos,1
Barang sesuai pesanan tapi kalok bisa tambahin bonus isi staplesnya,4,barang sesuai pesan kalok tambahin bonus isi staples,1
Produk Bagus..cuma isinya agak Susah..Produk sesuai deskripsi. Langsung dipakai ok mantul. Moga awet aja. Terima kasih,5,produk bagus isi susah produk sesuai deskripsi langsung pakai ok mantul moga awet terima kasih,1
terima kasih paket sudah di terima,3,terima kasih paket terima,0
Gan jual isi steples nya.....,5,gan jual isi steples nya,0
Barang bagus..........respon cepat...........maaf ulasannya lambat,4,barang bagus respon cepat maaf ulas lambat,1
barang sudah diterima.......................,4,barang terima,0
makasih barang dah smpai dengan aman,4,makasih barang dah smpai aman,1
"barang sudah sampai dengan packing rapih , terimakasih gan",4,barang packing rapih terimakasih gan,0
alhamdulillah barang nya sdh kami terima dgn baik.  pesanan cepat sesuai dengan harapan.. 1 hari proses pengiriman..  mantap,4,alhamdulillah barang nya sdh terima pesan cepat sesuai harap 1 proses kirim mantap,1
"paket sudah saya terima dengan baik, terima kasih banyak atas pelayanannya!",5,paket terima terima kasih layan,0
barang udh nyampe gan. tks. Sukses terus HOUSE SPAREPART....,5,barang nyampe gan tks sukses house sparepart,1
barang sudah sampai.. tetapi bingung cara penggunaannya krn tdk ada petunjuk pemakaian.. tulisannya bahasa China semuanya..,4,barang bingung guna krn tunjuk pakai tulis bahasa china,2
Item is ok! Packing and delivery speed are also prima.Thanks,5,item ok packing delivery speed also primathanks,1
"Trima Kasih, sdh sy dtrima dgn baik..",5,trima kasih sdh sy dtrima,0
"Pengiriman Cepat, packing aman tp Isi staplesnya pada karatan semua, beli 2 box",3,kirim cepat packing aman isi staples karat beli 2 box,1
Makasih juragannnnnnnnnnnnn,5,makasih juragannnnnnnnnnnnn,0
"Sangat Puaasss, Barang sudah di terima dengan baik",5,puaasss barang terima,0
"Terima kasih, barang sudah diterima dengan baik",5,terima kasih barang terima,0
paket sampai dengan cepat barang sesuai dengan gambar,4,paket cepat barang sesuai gambar,1
"Makasih Agan Barang cepet sampai,isi mulus . recommended seller deh....next order lagi",5,makasih agan barang cepet isi mulus recommended seller deh next order,1
Barang ssesuai gambar pengirimannya cepat..,5,barang ssesuai gambar kirim cepat,1
ini jugaaa okeeeh...,4,jugaaa okeeeh,0
"barang cepet sampai, terima kasih.",4,barang cepet terima kasih,0
isinya ada yg karat. produk sesuai gambar,3,isi karat produk sesuai gambar,1
refillnya ada yang karatan tapi lumayan dah,4,refillnya karat lumayan dah,1
isi steplessnya....sdh lama ya gan ada yg sdh agak berkarat...,4,isi steplessnya sdh ya gan sdh karat,0
terima kasih...  barang sudah diterima.  recommended seller...,5,terima kasih barang terima recommended seller,1
barang dah sampe.  pengiriman cepat.,5,barang dah sampe kirim cepat,1
"barang dah sampai.. tapi sy salah tafsir, tak pikir 10mm utk lebarnya, ternyata kecil. ya sudahlah bisa buat yg lain. thx",3,barang dah sy salah tafsir pikir 10mm utk lebar ya thx,2
siiip.......................... ;),4,siiip,0
"respon cepat, barang sesuai. thx gan",4,respon cepat barang sesuai thx gan,1
terima kasih barang sudah diterima dengan baik,4,terima kasih barang terima,0
terima kasih barang sudah sampai dengan baik..  pengirimannya agak lambat. sy pesan bayar tgl 13/04 sampai tgl 17/04.. jakarta to jakarta..  mungkin ini efek dari hari libur nasional jumat s/d minggu atau ada hal yang lain yah?,4,terima kasih barang kirim lambat sy pesan bayar tgl 1304 tgl 1704 jakarta jakarta efek libur nasional jumat sd minggu yah,2
Maaf baru sempet ksh ulasan.. Brg udh diterima 2 hari yg lalu.. Mksh yaa.. :),5,maaf sempet ksh ulas barang terima 2 terima kasih yaa,0
Barang sesuai gambar... walau sedikit slow respon tp masih OK.. thx Gan,4,barang sesuai gambar slow respon ok thx gan,1
Sip gan mantap makasih ya,5,sip gan mantap makasih ya,1
"Barang oke, packing aman, proses kirim cepat. Trims",5,barang oke packing aman proses kirim cepat trims,1
Sdh diterima. Thank you.,5,sdh terima thank,1
"Barang sdh sampai dengan selamat, packing jg rapih",4,barang sdh selamat packing rapih,1
"Okeh, sip, terima kasih...",4,okeh sip terima kasih,0
"Fast respon, harga murah.. good n recomended seller deh..",5,fast respon harga murah good n recomended seller deh,1
barang bagus isi 10 lumayan,4,barang bagus isi 10 lumayan,1
"Clear as described, .....Recommended Seller,....AAAA+++",5,clear described recommended seller aaaa,1
Produk bagus penjual recommended,5,produk bagus jual recommended,1
okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5,okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
"Thx gan pesanan udh sampe..
Recommended seller..",5,thx gan pesan sampe recommended seller,1
Terimakasih.............,5,terimakasih,0
Mantul fast respon kaya VR|46,5,mantul fast respon kaya vr46,1
"terima kasih ... barang telah diterima, semoga mantap ...akan order lagi",5,terima kasih barang terima moga mantap order,1
pas dengan yang saya cari ... barang bagus,5,pas cari barang bagus,1
Barang cocok dengan harapan ...,3,barang cocok harap,1
terimakasih barangnya sudah sampai...,4,terimakasih barang,0
"salah beli, kekecilan. kualitas lumayan lah",4,salah beli kecil kualitas lumayan,2
barang sesuai deskripsi..,5,barang sesuai deskripsi,1
mantap laah.....harga murmer.........,4,mantap laah harga murmer,1
sesuai deskripsi  pengiriman cepat.,4,sesuai deskripsi kirim cepat,1
trimaksh brang telah sampai dgn utuh.,5,trimaksh brang utuh,0
